id_erro,id_evento,id_sessao,tipo_erro,codigo_erro,tempo_resolucao,resolvido,tentativas
106,13552,1668,timeout,err_timeout_408,45,True,1
107,13844,1701,timeout,err_timeout_408,,False,1
108,14047,1726,timeout,err_gateway_timeout_504,,False,1
109,14179,1742,timeout,err_timeout_408,,False,1
110,14262,1753,falha_autenticacao,err_credentials_invalid,,False,1
111,14265,1754,erro_interno,err_internal_500,,False,1
112,14381,1766,erro_interno,err_unexpected,30,True,1
113,14405,1769,erro_interno,err_unexpected,,False,1
114,14692,1806,timeout,err_timeout_408,,False,1
115,14695,1806,erro_interno,err_internal_500,,False,1
116,14696,1807,servico_indisponivel,err_service_503,20,True,1
117,15019,1847,erro_interno,err_unexpected,,False,1
118,15172,1864,timeout,err_timeout_408,,False,1
119,15246,1872,timeout,err_timeout_408,,False,1
120,15346,1884,timeout,err_timeout_408,13,True,1
121,15566,1911,timeout,err_timeout_408,17,True,1
122,15632,1918,timeout,err_gateway_timeout_504,,False,1
123,15918,1953,erro_interno,err_internal_500,,False,1
124,15975,1959,erro_interno,err_unexpected,,False,1
125,15996,1962,timeout,err_timeout_408,,False,1
126,16193,1989,falha_autenticacao,err_auth_401,14,True,1
127,16206,1991,falha_autenticacao,err_credentials_invalid,,False,1
128,16296,2001,timeout,err_gateway_timeout_504,,False,1
129,16301,2002,timeout,err_gateway_timeout_504,,False,1
130,16413,2017,servico_indisponivel,err_service_503,,False,1
131,16474,2026,falha_autenticacao,err_credentials_invalid,11,True,1
132,16619,2042,erro_interno,err_internal_500,,False,1
133,16665,2047,erro_interno,err_unexpected,,False,1
134,16715,2053,timeout,err_gateway_timeout_504,35,True,1
135,16725,2054,falha_autenticacao,err_credentials_invalid,16,True,1
136,16952,2082,timeout,err_timeout_408,68,True,1
137,16979,2086,falha_autenticacao,err_auth_401,,False,1
138,17259,2116,timeout,err_gateway_timeout_504,,False,1
139,17357,2128,timeout,err_gateway_timeout_504,,False,1
140,17443,2140,servico_indisponivel,err_maintenance,,False,1
141,17467,2144,timeout,err_gateway_timeout_504,,False,1
142,17610,2161,timeout,err_timeout_408,,False,1
143,17925,2200,erro_interno,err_unexpected,,False,1
144,17955,2205,falha_autenticacao,err_credentials_invalid,,False,1
145,18086,2220,timeout,err_timeout_408,56,True,1
146,18243,2238,timeout,err_gateway_timeout_504,,False,1
147,18660,2290,erro_interno,err_unexpected,,False,1
148,18791,2307,erro_interno,err_internal_500,,False,1
149,18819,2310,falha_autenticacao,err_credentials_invalid,11,True,1
150,18879,2319,timeout,err_timeout_408,,False,1
151,18882,2320,timeout,err_timeout_408,11,True,1
152,19191,2354,timeout,err_gateway_timeout_504,,False,1
153,19474,2389,timeout,err_gateway_timeout_504,17,True,1
154,19502,2392,timeout,err_timeout_408,,False,1
155,19583,2402,timeout,err_timeout_408,23,True,1
156,19649,2411,timeout,err_gateway_timeout_504,,False,1
157,19668,2414,erro_interno,err_internal_500,,False,1
158,19704,2418,erro_interno,err_internal_500,,False,1
159,20309,2495,timeout,err_gateway_timeout_504,,False,1
160,20310,2495,timeout,err_gateway_timeout_504,,False,2
161,20388,2507,timeout,err_gateway_timeout_504,,False,1
162,20492,2521,falha_autenticacao,err_credentials_invalid,,False,1
163,20672,2545,timeout,err_timeout_408,,False,1
164,20699,2549,timeout,err_timeout_408,,False,1
165,20777,2558,falha_autenticacao,err_credentials_invalid,25,True,1
166,20817,2561,timeout,err_gateway_timeout_504,,False,1
167,20846,2564,timeout,err_timeout_408,,False,1
168,21456,2642,timeout,err_gateway_timeout_504,50,True,1
169,21583,2660,timeout,err_gateway_timeout_504,,False,1
170,21665,2672,timeout,err_timeout_408,,False,1
171,21868,2703,falha_autenticacao,err_auth_401,12,True,1
172,22184,2742,timeout,err_gateway_timeout_504,,False,1
173,22192,2743,falha_autenticacao,err_auth_401,,False,1
174,22386,2769,timeout,err_timeout_408,,False,1
175,22394,2771,erro_interno,err_internal_500,,False,1
176,22544,2791,timeout,err_timeout_408,,False,1
177,22898,2831,timeout,err_gateway_timeout_504,,False,1
178,22928,2835,erro_interno,err_internal_500,,False,1
179,22940,2837,erro_interno,err_unexpected,,False,1
180,23076,2853,timeout,err_gateway_timeout_504,,False,1
181,23432,2899,erro_interno,err_internal_500,27,True,1
182,23911,2959,timeout,err_gateway_timeout_504,,False,1
183,23980,2968,timeout,err_timeout_408,,False,1
184,23988,2970,timeout,err_timeout_408,,False,1
185,24062,2980,erro_interno,err_internal_500,,False,1
186,24181,2993,timeout,err_timeout_408,,False,1
187,24234,2998,timeout,err_timeout_408,38,True,1
188,24442,3023,falha_autenticacao,err_auth_401,,False,1
189,24520,3031,falha_autenticacao,err_credentials_invalid,18,True,1
190,24678,3052,timeout,err_timeout_408,12,True,1
191,24903,3076,timeout,err_gateway_timeout_504,,False,1
192,24966,3084,timeout,err_timeout_408,,False,1
193,25101,3101,timeout,err_gateway_timeout_504,,False,1
194,25145,3107,timeout,err_timeout_408,,False,1
195,25160,3110,timeout,err_gateway_timeout_504,,False,1
196,25221,3119,timeout,err_timeout_408,18,True,1
197,25233,3120,timeout,err_timeout_408,,False,1
198,25266,3125,timeout,err_gateway_timeout_504,,False,1
199,25279,3126,servico_indisponivel,err_maintenance,,False,1
200,25294,3129,conexao_interrompida,err_network_unreachable,,False,1
201,25346,3135,timeout,err_timeout_408,,False,1
202,25361,3137,erro_interno,err_internal_500,,False,1
203,25878,3198,timeout,err_timeout_408,21,True,1
204,26083,3222,timeout,err_gateway_timeout_504,,False,1
205,26165,3232,timeout,err_gateway_timeout_504,13,True,1
206,26360,3256,timeout,err_gateway_timeout_504,,False,1
207,26551,3281,timeout,err_gateway_timeout_504,,False,1
208,26831,3314,timeout,err_gateway_timeout_504,22,True,1
209,27010,3338,falha_autenticacao,err_auth_401,,False,1
210,27190,3360,timeout,err_gateway_timeout_504,,False,1
211,27540,3398,timeout,err_gateway_timeout_504,,False,1
212,27710,3418,erro_interno,err_internal_500,,False,1
213,27796,3428,falha_autenticacao,err_auth_401,,False,1
214,27834,3432,timeout,err_gateway_timeout_504,,False,1
215,27853,3435,erro_interno,err_unexpected,,False,1
216,27894,3442,erro_interno,err_unexpected,,False,1
217,28131,3468,timeout,err_gateway_timeout_504,,False,1
218,28177,3474,timeout,err_gateway_timeout_504,,False,1
219,28268,3487,falha_autenticacao,err_auth_401,8,True,1
220,28288,3490,timeout,err_gateway_timeout_504,11,True,1
221,28304,3491,timeout,err_timeout_408,,False,1
222,28494,3519,erro_interno,err_internal_500,,False,1
223,28900,3567,erro_interno,err_unexpected,,False,1
224,29241,3605,erro_interno,err_internal_500,10,True,1
225,29408,3626,falha_autenticacao,err_auth_401,,False,1
226,29431,3628,timeout,err_timeout_408,,False,1
227,29880,3681,timeout,err_timeout_408,43,True,1
228,29924,3686,timeout,err_gateway_timeout_504,39,True,1
229,29956,3691,erro_interno,err_unexpected,,False,1
230,30551,3766,timeout,err_timeout_408,,False,1
231,30723,3788,timeout,err_timeout_408,,False,1
232,31000,3823,falha_autenticacao,err_credentials_invalid,18,True,1
233,31097,3835,timeout,err_timeout_408,17,True,1
234,31598,3894,erro_interno,err_unexpected,,False,1
235,31863,3928,servico_indisponivel,err_maintenance,,False,1
236,31879,3930,erro_interno,err_unexpected,7,True,1
237,32066,3955,timeout,err_timeout_408,,False,1
238,32242,3977,timeout,err_gateway_timeout_504,31,True,1
239,32641,4027,timeout,err_timeout_408,,False,1
240,32816,4048,timeout,err_timeout_408,,False,1
241,33043,4076,erro_interno,err_internal_500,,False,1
242,33372,4119,erro_interno,err_unexpected,46,True,1
243,33540,4140,erro_interno,err_internal_500,,False,1
244,33681,4155,timeout,err_gateway_timeout_504,,False,1
245,33699,4157,timeout,err_gateway_timeout_504,,False,1
246,33714,4160,falha_autenticacao,err_credentials_invalid,19,True,1
247,33884,4181,falha_autenticacao,err_auth_401,22,True,1
248,33948,4188,timeout,err_gateway_timeout_504,,False,1
249,33984,4192,servico_indisponivel,err_service_503,,False,1
250,34075,4203,falha_autenticacao,err_auth_401,19,True,1
251,34076,4203,timeout,err_timeout_408,17,True,2
252,34103,4207,timeout,err_gateway_timeout_504,,False,1
253,34352,4240,falha_autenticacao,err_auth_401,14,True,1
254,34440,4249,timeout,err_gateway_timeout_504,28,True,1
255,34598,4266,servico_indisponivel,err_service_503,,False,1
256,34624,4268,erro_interno,err_unexpected,,False,1
257,34953,4307,timeout,err_timeout_408,,False,1
258,35126,4330,timeout,err_timeout_408,19,True,1
259,35233,4342,timeout,err_timeout_408,,False,1
260,35596,4385,timeout,err_gateway_timeout_504,,False,1
261,35711,4399,timeout,err_timeout_408,,False,1
262,35765,4407,timeout,err_gateway_timeout_504,50,True,1
263,36396,4485,timeout,err_gateway_timeout_504,,False,1
264,36485,4498,falha_autenticacao,err_auth_401,30,True,1
265,36805,4537,servico_indisponivel,err_maintenance,,False,1
266,37002,4561,timeout,err_timeout_408,,False,1
267,37175,4584,erro_interno,err_unexpected,,False,1
268,37410,4613,timeout,err_timeout_408,,False,1
269,37413,4614,timeout,err_gateway_timeout_504,,False,1
270,37994,4682,timeout,err_gateway_timeout_504,,False,1
271,38394,4728,erro_interno,err_internal_500,,False,1
272,38533,4747,falha_autenticacao,err_credentials_invalid,,False,1
273,38955,4795,erro_interno,err_unexpected,,False,1
274,39006,4804,timeout,err_gateway_timeout_504,33,True,1
275,39019,4806,timeout,err_gateway_timeout_504,,False,1
276,39028,4807,servico_indisponivel,err_service_503,,False,1
277,39115,4818,timeout,err_gateway_timeout_504,,False,1
278,39168,4825,timeout,err_gateway_timeout_504,,False,1
279,39227,4832,timeout,err_timeout_408,11,True,1
280,39678,4890,timeout,err_gateway_timeout_504,,False,1
281,40170,4950,erro_interno,err_internal_500,,False,1
282,40189,4952,timeout,err_gateway_timeout_504,,False,1
283,40282,4964,erro_interno,err_unexpected,,False,1
284,40329,4969,falha_autenticacao,err_auth_401,22,True,1
285,40471,4984,timeout,err_timeout_408,,False,1
286,40551,4993,timeout,err_gateway_timeout_504,,False,1
287,40573,4996,erro_interno,err_internal_500,,False,1
288,40755,5024,timeout,err_timeout_408,,False,1
289,40786,5029,timeout,err_gateway_timeout_504,,False,1
290,40917,5045,timeout,err_gateway_timeout_504,13,True,1
291,41006,5057,timeout,err_timeout_408,9,True,1
292,41075,5065,timeout,err_timeout_408,,False,1
293,41259,5085,erro_interno,err_unexpected,,False,1
294,41306,5089,erro_interno,err_unexpected,13,True,1
295,41324,5091,erro_interno,err_unexpected,,False,1
296,41435,5106,erro_interno,err_internal_500,,False,1
297,41454,5108,timeout,err_timeout_408,,False,1
298,41490,5112,timeout,err_gateway_timeout_504,,False,1
299,41502,5114,erro_interno,err_unexpected,,False,1
300,41715,5141,timeout,err_gateway_timeout_504,,False,1
301,42377,5222,erro_interno,err_internal_500,,False,1
302,42525,5239,servico_indisponivel,err_service_503,,False,1
303,42546,5242,timeout,err_gateway_timeout_504,,False,1
304,42862,5280,servico_indisponivel,err_maintenance,,False,1
305,42936,5291,timeout,err_timeout_408,11,True,1
306,42988,5296,timeout,err_timeout_408,,False,1
307,43157,5320,servico_indisponivel,err_service_503,,False,1
308,43204,5327,timeout,err_gateway_timeout_504,,False,1
309,43329,5348,servico_indisponivel,err_maintenance,,False,1
310,43491,5370,falha_autenticacao,err_auth_401,25,True,1
311,43535,5375,timeout,err_gateway_timeout_504,,False,1
312,43604,5384,timeout,err_timeout_408,25,True,1
313,43693,5396,erro_interno,err_internal_500,,False,1
314,43932,5425,timeout,err_timeout_408,67,True,1
315,44146,5448,timeout,err_timeout_408,22,True,1
316,44872,5541,timeout,err_timeout_408,31,True,1
317,44934,5548,falha_autenticacao,err_auth_401,26,True,1
318,45050,5561,timeout,err_gateway_timeout_504,,False,1
319,45090,5565,servico_indisponivel,err_maintenance,,False,1
320,45135,5572,timeout,err_gateway_timeout_504,48,True,1
321,45203,5579,timeout,err_gateway_timeout_504,27,True,1
322,45211,5580,timeout,err_gateway_timeout_504,21,True,1
323,45307,5593,falha_autenticacao,err_credentials_invalid,,False,1
324,45313,5595,timeout,err_timeout_408,,False,1
325,45332,5598,erro_interno,err_unexpected,,False,1
326,45488,5618,falha_autenticacao,err_credentials_invalid,19,True,1
327,45815,5664,falha_autenticacao,err_credentials_invalid,16,True,1
328,46149,5705,timeout,err_gateway_timeout_504,,False,1
329,46435,5739,timeout,err_gateway_timeout_504,,False,1
330,46510,5750,servico_indisponivel,err_maintenance,,False,1
331,46511,5751,timeout,err_gateway_timeout_504,,False,1
332,46518,5753,erro_interno,err_internal_500,,False,1
333,46590,5761,timeout,err_timeout_408,,False,1
334,46738,5780,timeout,err_timeout_408,,False,1
335,46903,5801,timeout,err_gateway_timeout_504,70,True,1
336,46904,5801,erro_interno,err_internal_500,,False,2
337,46930,5803,timeout,err_timeout_408,,False,1
338,46977,5808,erro_interno,err_internal_500,,False,1
339,47035,5816,servico_indisponivel,err_service_503,,False,1
340,47036,5816,timeout,err_timeout_408,42,True,2
341,47094,5823,erro_interno,err_unexpected,,False,1
342,47593,5884,timeout,err_gateway_timeout_504,,False,1
343,47750,5903,timeout,err_gateway_timeout_504,,False,1
344,47869,5916,erro_interno,err_internal_500,43,True,1
345,48045,5937,falha_autenticacao,err_credentials_invalid,,False,1
346,48107,5945,timeout,err_gateway_timeout_504,,False,1
347,48345,5972,servico_indisponivel,err_maintenance,,False,1
348,48356,5973,falha_autenticacao,err_credentials_invalid,12,True,1
349,48359,5973,timeout,err_timeout_408,,False,1
350,48372,5975,timeout,err_gateway_timeout_504,,False,1
351,48395,5980,timeout,err_timeout_408,,False,1
352,48541,5998,servico_indisponivel,err_service_503,,False,1
353,48774,6024,timeout,err_timeout_408,,False,1
354,48924,6044,servico_indisponivel,err_service_503,45,True,1
355,49238,6083,timeout,err_gateway_timeout_504,37,True,1
356,49263,6087,falha_autenticacao,err_auth_401,,False,1
357,49428,6108,servico_indisponivel,err_service_503,,False,1
358,49573,6127,timeout,err_gateway_timeout_504,,False,1
359,49574,6128,timeout,err_gateway_timeout_504,,False,1
360,49642,6135,timeout,err_gateway_timeout_504,55,True,1
361,49654,6136,timeout,err_gateway_timeout_504,,False,1
362,49699,6143,timeout,err_gateway_timeout_504,33,True,1
363,49789,6153,erro_interno,err_internal_500,,False,1
364,50125,6187,erro_interno,err_unexpected,51,True,1
365,50485,6234,timeout,err_gateway_timeout_504,14,True,1
366,50538,6240,servico_indisponivel,err_maintenance,,False,1
367,50589,6248,timeout,err_timeout_408,,False,1
368,50749,6270,timeout,err_gateway_timeout_504,58,True,1
369,50871,6283,timeout,err_timeout_408,23,True,1
370,51017,6299,erro_interno,err_internal_500,,False,1
371,51561,6368,erro_interno,err_internal_500,,False,1
372,51733,6390,servico_indisponivel,err_maintenance,,False,1
373,51842,6404,servico_indisponivel,err_service_503,25,True,1
374,51925,6414,timeout,err_timeout_408,28,True,1
375,52311,6461,falha_autenticacao,err_credentials_invalid,,False,1
376,52553,6491,timeout,err_gateway_timeout_504,,False,1
377,52633,6501,falha_autenticacao,err_auth_401,,False,1
378,52706,6509,timeout,err_timeout_408,63,True,1
379,52820,6524,falha_autenticacao,err_credentials_invalid,10,True,1
380,53072,6553,timeout,err_timeout_408,41,True,1
381,53131,6559,timeout,err_timeout_408,,False,1
382,53186,6568,timeout,err_timeout_408,28,True,1
383,53256,6575,erro_interno,err_internal_500,,False,1
384,53306,6581,timeout,err_gateway_timeout_504,,False,1
385,53578,6613,falha_autenticacao,err_credentials_invalid,12,True,1
386,53747,6632,erro_interno,err_unexpected,,False,1
387,53975,6661,falha_autenticacao,err_auth_401,,False,1
388,54048,6670,timeout,err_timeout_408,,False,1
389,54153,6683,erro_interno,err_internal_500,,False,1
390,54170,6685,servico_indisponivel,err_service_503,,False,1
391,54171,6685,servico_indisponivel,err_maintenance,20,True,2
392,54498,6725,timeout,err_gateway_timeout_504,28,True,1
393,54733,6753,timeout,err_timeout_408,,False,1
394,54777,6759,timeout,err_gateway_timeout_504,,False,1
395,55053,6791,timeout,err_timeout_408,,False,1
396,55440,6837,timeout,err_gateway_timeout_504,28,True,1
397,55572,6854,erro_interno,err_internal_500,,False,1
398,55574,6854,timeout,err_gateway_timeout_504,,False,1
399,55660,6865,timeout,err_gateway_timeout_504,,False,1
400,56119,6923,timeout,err_gateway_timeout_504,71,True,1
401,56203,6930,timeout,err_timeout_408,,False,1
402,56568,6976,timeout,err_timeout_408,40,True,1
403,56609,6982,timeout,err_timeout_408,21,True,1
404,56652,6986,timeout,err_gateway_timeout_504,71,True,1
405,56667,6988,falha_autenticacao,err_auth_401,15,True,1
406,56674,6988,timeout,err_gateway_timeout_504,,False,1
407,56794,7005,timeout,err_timeout_408,39,True,1
408,56833,7011,falha_autenticacao,err_credentials_invalid,,False,1
409,56856,7014,falha_autenticacao,err_auth_401,,False,1
410,57129,7046,erro_interno,err_unexpected,,False,1
411,57215,7057,timeout,err_gateway_timeout_504,,False,1
412,57300,7066,timeout,err_timeout_408,,False,1
413,57836,7134,erro_interno,err_unexpected,,False,1
414,57840,7135,timeout,err_timeout_408,,False,1
415,58208,7179,timeout,err_gateway_timeout_504,,False,1
416,58586,7223,erro_interno,err_internal_500,,False,1
417,58773,7247,erro_interno,err_internal_500,,False,1
418,58850,7256,erro_interno,err_internal_500,,False,1
419,59069,7283,timeout,err_timeout_408,,False,1
420,59141,7292,timeout,err_timeout_408,,False,1
421,59364,7321,timeout,err_timeout_408,13,True,1
422,59379,7323,falha_autenticacao,err_credentials_invalid,,False,1
423,59485,7336,erro_interno,err_internal_500,,False,1
424,59763,7370,erro_interno,err_internal_500,,False,1
425,59789,7373,erro_interno,err_internal_500,23,True,1
426,59844,7379,timeout,err_gateway_timeout_504,,False,1
427,59883,7384,timeout,err_gateway_timeout_504,,False,1
428,59934,7391,falha_autenticacao,err_auth_401,,False,1
429,59937,7392,timeout,err_timeout_408,47,True,1
430,60144,7418,timeout,err_timeout_408,,False,1
431,60294,7436,timeout,err_gateway_timeout_504,29,True,1
432,60337,7442,timeout,err_gateway_timeout_504,36,True,1
433,60548,7470,timeout,err_gateway_timeout_504,,False,1
434,60642,7480,servico_indisponivel,err_service_503,,False,1
435,61203,7551,timeout,err_timeout_408,37,True,1
436,61405,7578,timeout,err_gateway_timeout_504,,False,1
437,61413,7580,falha_autenticacao,err_credentials_invalid,13,True,1
438,61445,7583,timeout,err_timeout_408,,False,1
439,61447,7583,erro_interno,err_internal_500,,False,1
440,61796,7624,erro_interno,err_unexpected,,False,1
441,61929,7639,erro_interno,err_internal_500,13,True,1
442,62004,7649,erro_interno,err_unexpected,25,True,1
443,62046,7654,falha_autenticacao,err_credentials_invalid,10,True,1
444,62060,7656,erro_interno,err_unexpected,,False,1
445,62313,7688,servico_indisponivel,err_service_503,,False,1
446,62368,7695,servico_indisponivel,err_maintenance,,False,1
447,62512,7713,erro_interno,err_unexpected,34,True,1
448,62595,7723,timeout,err_timeout_408,,False,1
449,62617,7727,erro_interno,err_internal_500,,False,1
450,62643,7731,timeout,err_gateway_timeout_504,15,True,1
451,62723,7740,timeout,err_timeout_408,,False,1
452,62765,7746,timeout,err_timeout_408,25,True,1
453,62787,7747,timeout,err_timeout_408,,False,1
454,62790,7748,erro_interno,err_unexpected,26,True,1
455,62954,7766,erro_interno,err_internal_500,,False,1
456,63061,7781,timeout,err_gateway_timeout_504,19,True,1
457,63333,7814,erro_interno,err_unexpected,,False,1
458,63523,7838,erro_interno,err_unexpected,,False,1
459,63790,7871,timeout,err_gateway_timeout_504,11,True,1
460,63810,7872,erro_interno,err_unexpected,,False,1
461,63985,7893,timeout,err_gateway_timeout_504,,False,1
462,64066,7905,erro_interno,err_unexpected,,False,1
463,64153,7917,timeout,err_gateway_timeout_504,,False,1
464,64545,7967,falha_autenticacao,err_auth_401,12,True,1
465,64579,7972,timeout,err_timeout_408,20,True,1
466,64681,7983,timeout,err_timeout_408,,False,1
467,65116,8036,falha_autenticacao,err_auth_401,,False,1
468,65167,8043,erro_interno,err_internal_500,,False,1
469,65172,8044,falha_autenticacao,err_credentials_invalid,,False,1
470,65243,8051,erro_interno,err_unexpected,,False,1
471,65503,8084,servico_indisponivel,err_service_503,,False,1
472,65564,8091,timeout,err_gateway_timeout_504,,False,1
473,65657,8101,erro_interno,err_unexpected,,False,1
474,65771,8117,timeout,err_timeout_408,,False,1
475,65893,8133,timeout,err_gateway_timeout_504,,False,1
476,65904,8136,servico_indisponivel,err_maintenance,,False,1
477,65934,8140,timeout,err_gateway_timeout_504,,False,1
478,65970,8146,timeout,err_timeout_408,110,True,1
479,66228,8181,servico_indisponivel,err_maintenance,,False,1
480,66372,8199,timeout,err_gateway_timeout_504,,False,1
481,66456,8211,falha_autenticacao,err_credentials_invalid,13,True,1
482,66696,8239,erro_interno,err_unexpected,,False,1
483,66894,8262,timeout,err_gateway_timeout_504,32,True,1
484,67385,8328,timeout,err_timeout_408,,False,1
485,67493,8343,erro_interno,err_internal_500,,False,1
486,67501,8345,timeout,err_gateway_timeout_504,,False,1
487,67629,8361,timeout,err_timeout_408,,False,1
488,67647,8363,timeout,err_timeout_408,,False,1
489,67655,8364,erro_interno,err_unexpected,,False,1
490,67876,8391,timeout,err_timeout_408,,False,1
491,67951,8401,erro_interno,err_unexpected,,False,1
492,67972,8404,timeout,err_timeout_408,,False,1
493,68053,8415,falha_autenticacao,err_credentials_invalid,,False,1
494,68089,8420,erro_interno,err_internal_500,,False,1
495,68304,8446,timeout,err_gateway_timeout_504,36,True,1
496,68598,8481,falha_autenticacao,err_auth_401,,False,1
497,68921,8522,timeout,err_gateway_timeout_504,,False,1
498,69003,8534,timeout,err_gateway_timeout_504,,False,1
499,69065,8542,timeout,err_gateway_timeout_504,88,True,1
500,69479,8595,timeout,err_timeout_408,,False,1
501,69502,8598,timeout,err_gateway_timeout_504,,False,1
502,69503,8599,timeout,err_gateway_timeout_504,,False,1
503,69508,8600,timeout,err_timeout_408,65,True,1
504,69819,8636,timeout,err_gateway_timeout_504,,False,1
