id_avaliacao,id_sessao,nps,csat,comentario,aceitou_pesquisa,score_experiencia,data_avaliacao
62,203,10,5,,False,100,2024-09-25 10:19:29
63,206,10,5,,False,100,2024-10-10 11:55:29
64,209,10,5,,False,100,2024-12-01 12:56:09
65,212,10,5,,False,100,2024-12-10 14:01:18
66,219,10,5,,False,100,2024-08-05 16:30:42
67,221,10,5,,False,100,2024-01-01 15:29:15
68,227,9,5,,False,100,2024-09-20 21:55:51
69,228,10,5,,True,100,2024-10-16 10:20:15
70,230,10,5,,True,100,2024-12-03 08:41:17
71,233,10,5,,False,100,2024-02-22 08:33:27
72,243,4,2,fiquei tentando fazer login várias vezes.,False,20,2024-04-10 13:31:50
73,253,10,5,,False,100,2024-12-13 14:31:37
74,254,10,5,,False,100,2024-12-15 11:06:31
75,255,10,5,,False,100,2024-12-19 16:34:27
76,257,10,5,,False,100,2024-01-03 08:38:19
77,264,10,5,,False,88,2024-05-17 10:14:31
78,266,10,5,,False,100,2024-07-05 18:47:23
79,270,10,5,,False,100,2024-10-02 14:42:35
80,271,10,5,,False,100,2024-10-18 12:50:45
81,273,10,5,,False,100,2024-11-15 07:45:45
82,285,10,5,,False,100,2024-02-08 04:00:49
83,286,10,5,,False,100,2024-02-10 22:15:10
84,287,10,5,,False,100,2024-02-25 23:24:00
85,290,10,5,,False,100,2024-03-07 15:40:36
86,291,10,5,precisa melhorar. o aplicativo está muito lento.,False,100,2024-03-23 12:44:45
87,301,10,5,,False,100,2024-06-03 10:04:52
88,304,10,5,,False,100,2024-06-27 18:02:03
89,305,10,5,,False,100,2024-08-04 22:04:02
90,306,9,5,,True,100,2024-08-07 20:51:40
91,309,10,5,,False,100,2024-09-04 17:07:42
92,313,10,5,,False,100,2024-09-19 16:31:47
93,315,10,5,,True,100,2024-09-25 09:51:27
94,322,10,5,,True,100,2024-11-29 15:40:35
95,325,10,5,,True,100,2024-12-18 13:04:24
96,326,10,5,,True,100,2024-12-23 09:23:09
97,327,10,5,,False,100,2024-12-23 09:33:26
98,330,10,5,,True,100,2024-02-09 04:56:41
99,333,10,5,,False,100,2024-05-02 12:31:33
100,347,10,5,,True,100,2024-05-05 08:33:14
101,354,10,5,,False,100,2024-11-09 08:29:09
102,358,10,5,,False,100,2024-02-01 18:04:38
103,359,10,5,,False,100,2024-02-08 07:36:09
104,360,10,5,,False,100,2024-03-04 17:42:47
105,363,10,5,,False,100,2024-05-07 16:31:30
106,370,10,5,,False,100,2024-11-22 11:47:09
107,371,10,5,"não foi uma boa experiência. o app travou várias vezes. por favor, resolvam isso.",False,100,2024-12-07 23:26:09
108,372,4,2,,False,30,2024-12-16 18:05:35
109,375,10,5,,True,100,2024-08-26 21:08:30
110,378,10,5,,False,100,2024-09-23 17:31:17
111,380,10,5,,True,100,2024-01-10 09:33:39
112,382,10,5,,True,100,2024-01-11 21:04:04
113,389,10,5,,True,100,2024-02-19 08:58:25
114,390,10,5,,False,100,2024-02-20 12:14:58
115,392,10,5,,False,100,2024-02-27 08:55:54
116,393,10,5,,False,100,2024-03-01 22:42:39
117,397,10,5,,False,100,2024-03-31 13:20:49
118,398,10,5,,False,100,2024-04-20 22:41:11
119,419,10,5,,False,100,2024-11-27 19:40:45
120,421,10,5,,False,100,2024-03-02 16:37:01
121,431,10,5,,False,100,2024-08-10 00:07:10
122,443,10,5,,False,100,2024-12-27 15:54:40
123,446,10,5,,True,100,2024-02-05 20:12:54
124,447,10,5,,False,100,2024-04-04 18:29:45
125,452,10,5,,False,100,2024-09-28 15:18:38
126,463,10,5,,False,100,2024-01-31 23:23:08
127,464,10,5,,False,100,2024-04-15 17:18:18
128,468,10,5,,False,100,2024-05-18 11:20:26
129,469,10,5,,False,100,2024-06-17 16:38:17
130,473,10,5,,False,85,2024-09-02 23:42:04
131,481,10,5,,True,100,2024-03-10 16:53:07
132,501,10,5,,False,100,2024-09-15 22:31:07
133,502,9,5,,False,100,2024-11-07 21:07:28
134,506,9,5,,False,100,2024-02-25 11:38:23
135,508,10,5,,False,100,2024-04-16 11:52:26
136,513,10,5,,False,100,2024-07-04 13:40:08
137,526,10,5,,False,100,2024-01-29 07:15:09
138,530,10,5,,False,100,2024-03-21 19:37:23
139,531,10,5,,False,100,2024-04-11 10:11:46
140,535,10,5,a experiência poderia ser muito melhor. isso é inaceitável.,False,100,2024-09-25 19:21:48
141,540,10,5,,False,100,2024-02-07 11:59:51
142,543,10,5,,False,100,2024-04-17 07:26:39
143,544,10,5,,False,100,2024-05-20 08:40:19
144,545,10,4,,True,100,2024-06-07 08:41:54
145,546,10,5,,False,100,2024-06-11 09:12:30
146,555,10,5,,False,100,2024-11-01 17:09:33
147,559,8,4,,True,68,2024-12-22 04:42:48
148,560,10,5,,False,100,2024-12-22 09:59:05
149,562,10,5,,True,100,2024-04-26 11:39:49
150,565,3,2,,True,33,2024-07-10 18:35:52
151,566,10,5,,False,100,2024-07-27 21:51:26
152,573,10,5,,False,100,2024-03-19 08:38:13
153,578,10,5,,False,100,2024-05-04 22:14:11
154,579,10,5,,True,100,2024-05-08 17:55:23
155,588,10,4,,False,100,2024-09-29 07:03:45
156,589,10,5,,False,100,2024-10-04 17:01:10
157,590,10,5,,False,100,2024-10-08 18:22:11
158,592,10,5,,False,100,2024-10-14 23:29:44
159,597,10,5,,False,100,2024-04-08 20:24:09
160,598,10,5,,False,100,2024-06-20 19:15:27
161,600,10,5,,True,100,2024-08-20 19:11:01
162,603,10,5,,False,100,2024-02-12 10:32:19
163,607,10,5,,True,100,2024-04-05 21:23:25
164,613,10,5,,False,100,2024-08-01 10:12:16
165,615,10,5,,False,100,2024-08-14 10:10:37
166,644,10,4,,True,100,2024-04-23 19:44:55
167,645,10,5,,True,100,2024-05-01 08:50:24
168,650,10,5,,False,100,2024-09-24 13:23:06
169,656,10,5,,False,100,2024-03-01 19:26:40
170,657,10,5,,False,100,2024-03-13 21:10:08
171,658,10,5,,True,100,2024-04-12 20:20:04
172,662,10,4,,True,100,2024-08-02 13:26:34
173,670,9,5,,False,100,2024-12-11 11:40:28
174,673,10,5,,False,100,2024-05-09 09:44:39
175,675,10,5,,True,100,2024-06-27 18:35:17
176,676,10,5,,False,100,2024-07-02 15:54:56
177,681,10,5,,False,100,2024-11-03 18:57:29
178,684,10,5,,False,100,2024-03-02 07:45:54
179,688,10,5,,True,100,2024-05-18 21:15:45
180,691,10,5,,False,100,2024-07-29 23:23:57
181,694,9,5,,False,100,2024-11-01 10:20:55
182,697,10,5,,False,100,2024-01-15 19:38:48
183,699,10,4,,False,100,2024-02-02 14:42:04
184,700,10,5,,False,100,2024-03-10 18:21:00
185,702,10,5,,False,100,2024-04-17 05:19:14
186,703,10,5,,False,100,2024-07-18 11:55:54
187,704,10,5,,False,100,2024-08-13 04:59:34
188,707,10,5,,True,100,2024-04-06 14:36:59
189,709,10,5,,False,100,2024-04-27 08:44:32
190,714,10,4,,False,100,2024-07-04 14:08:18
191,721,10,5,,True,100,2024-12-05 18:17:34
192,723,10,5,,True,100,2024-06-01 20:12:19
193,727,10,5,,True,100,2024-07-22 07:45:49
194,736,10,5,,False,100,2024-04-28 22:57:12
195,738,10,5,,False,100,2024-05-18 17:32:59
196,740,9,4,,False,83,2024-06-19 20:46:33
197,743,8,5,,False,65,2024-07-26 22:08:45
198,745,10,5,,False,100,2024-08-20 09:50:03
199,752,10,5,,False,100,2024-10-24 11:08:43
200,754,10,5,,False,100,2024-12-01 21:43:05
201,756,10,5,,False,100,2024-12-06 20:35:34
202,757,10,4,,False,100,2024-12-25 19:53:00
203,761,9,5,,False,100,2024-02-28 15:43:46
204,769,10,5,,True,100,2024-12-30 11:22:39
205,778,10,5,,False,100,2024-04-04 19:15:00
206,783,10,5,,False,95,2024-11-01 22:37:50
207,785,10,5,,True,100,2024-01-24 13:31:38
208,786,9,5,,False,100,2024-03-07 15:10:00
209,790,10,5,,False,100,2024-07-30 15:28:32
210,791,10,5,,True,100,2024-09-17 11:23:10
211,798,10,5,,False,100,2024-02-12 06:21:04
212,803,10,5,,True,100,2024-08-17 22:41:16
213,815,10,5,,True,100,2024-03-06 10:38:56
214,817,10,5,,True,100,2024-05-01 21:46:18
215,820,9,5,,True,100,2024-08-16 17:23:04
216,822,10,4,,False,100,2024-10-05 10:17:28
217,824,10,5,,True,100,2024-10-16 17:56:52
218,826,10,5,,True,100,2024-12-03 19:42:27
219,829,10,5,,False,100,2024-01-08 20:15:14
220,831,10,5,não foi uma boa experiência. a experiência poderia ser muito melhor.,False,100,2024-01-25 20:11:08
221,832,10,5,,False,100,2024-02-22 23:54:32
222,833,9,5,,False,100,2024-03-07 13:54:35
223,834,10,5,,False,100,2024-03-24 13:56:35
224,835,10,5,,False,100,2024-03-25 14:21:10
225,845,10,5,,False,100,2024-11-03 12:58:56
226,846,10,5,,False,100,2024-11-25 16:54:58
227,847,9,5,,False,100,2024-12-15 18:51:59
228,850,10,5,,True,100,2024-03-23 20:34:49
229,857,10,5,,True,100,2024-01-15 18:21:59
230,859,10,5,,False,100,2024-02-01 23:10:22
231,875,10,5,,True,100,2024-10-07 07:47:41
232,876,10,5,,False,100,2024-11-04 21:21:10
233,884,10,5,,True,100,2024-02-03 22:46:43
234,885,3,2,péssima experiência. não consigo acessar minha conta. vou considerar usar outro banco.,False,30,2024-02-18 16:01:58
235,896,10,5,,True,100,2024-09-05 18:40:17
236,897,9,5,não foi uma boa experiência. o app travou várias vezes. vou considerar usar outro banco.,False,100,2024-10-24 20:04:50
237,899,10,5,,False,100,2024-01-01 21:12:56
238,913,9,4,,False,100,2024-07-29 17:10:40
239,915,4,2,esperava mais. tive problemas para autenticar.,False,30,2024-08-31 12:30:13
240,918,10,5,,False,100,2024-11-15 08:43:17
241,921,10,4,,False,100,2024-06-22 21:36:52
242,927,10,5,,False,100,2024-01-29 10:48:58
243,930,10,5,,False,100,2024-02-25 14:59:48
244,932,10,5,,False,100,2024-03-17 01:15:49
245,941,10,4,,False,100,2024-05-25 08:27:24
246,944,10,5,,False,100,2024-06-07 01:08:11
247,953,10,5,,True,100,2024-10-29 16:34:31
248,960,10,5,,True,100,2024-12-17 21:15:16
249,961,10,5,,False,100,2024-12-19 22:08:07
250,964,10,5,,False,100,2024-02-20 08:02:18
251,965,9,5,,False,100,2024-03-05 13:00:03
252,976,10,5,,True,100,2024-07-13 10:43:08
253,978,10,5,,False,100,2024-07-23 11:58:36
254,979,10,5,,True,100,2024-08-02 08:31:06
255,980,10,5,,False,100,2024-08-23 21:10:55
256,981,10,5,,False,100,2024-10-01 17:55:26
257,982,10,5,,True,100,2024-10-17 13:09:54
258,983,10,5,,True,100,2024-11-17 10:43:29
259,986,10,5,,False,100,2024-02-02 15:36:14
260,987,10,5,,True,100,2024-02-07 19:33:49
261,989,10,5,,False,100,2024-03-09 11:36:42
262,992,10,5,,False,100,2024-04-06 13:35:13
263,993,10,5,,True,100,2024-05-03 20:49:42
264,1001,10,5,,True,100,2024-03-15 07:14:51
265,1003,10,5,,True,100,2024-03-27 18:20:57
266,1004,10,4,,True,100,2024-03-28 07:05:13
267,1006,9,4,,True,100,2024-04-12 06:24:31
268,1015,10,5,,True,100,2024-08-25 14:55:22
269,1023,10,5,,False,100,2024-03-04 21:10:02
270,1028,10,5,,False,100,2024-06-06 19:48:25
271,1030,10,5,,False,100,2024-07-19 12:40:51
272,1031,10,5,,False,100,2024-07-25 00:08:15
273,1037,10,5,,False,100,2024-09-24 15:56:37
274,1044,10,5,tive vários problemas durante o uso.,False,100,2024-01-22 07:40:23
275,1046,10,5,,True,100,2024-04-09 15:36:02
276,1047,10,5,,False,100,2024-04-18 11:39:15
277,1049,10,5,,True,100,2024-04-25 13:32:41
278,1054,9,5,,False,100,2024-06-27 06:38:30
279,1059,10,5,,False,100,2024-03-26 13:56:18
280,1070,10,5,,True,100,2024-02-22 12:06:54
281,1073,10,5,,True,100,2024-05-19 10:54:16
282,1077,10,5,,True,100,2024-06-25 09:39:03
283,1079,10,5,,False,100,2024-07-12 13:15:38
284,1086,10,5,,False,100,2024-11-14 11:11:19
285,1089,10,4,,True,100,2024-07-04 21:45:41
286,1090,10,5,,False,100,2024-11-16 09:47:41
287,1101,10,5,,False,100,2024-03-01 17:12:40
288,1109,10,5,,True,100,2024-06-17 19:11:52
289,1112,10,5,,False,100,2024-08-26 21:09:26
290,1118,10,5,,False,100,2024-10-12 20:28:54
291,1121,10,5,,False,100,2024-12-03 17:19:15
292,1133,10,5,,True,100,2024-09-03 19:57:01
293,1137,10,5,,False,100,2024-10-04 21:18:05
294,1138,10,5,,False,100,2024-11-20 16:20:51
295,1141,8,5,,True,73,2024-01-13 18:09:42
296,1142,10,5,,False,100,2024-01-19 19:24:41
297,1153,8,4,"precisa melhorar. tive vários problemas durante o uso. por favor, resolvam isso.",False,65,2024-09-25 12:02:55
298,1155,10,4,,False,100,2024-11-01 01:39:25
299,1158,10,5,,False,100,2024-03-07 17:10:13
300,1159,10,4,o aplicativo está muito lento.,False,100,2024-06-03 20:21:26
301,1164,10,5,,False,100,2024-01-01 17:58:33
302,1166,10,5,,False,100,2024-01-15 19:06:30
303,1169,10,5,,True,100,2024-03-19 08:19:08
304,1181,10,5,,False,100,2024-11-02 14:24:00
305,1182,10,5,,False,100,2024-11-18 19:22:12
306,1183,10,5,,False,100,2024-11-25 08:40:33
307,1187,9,4,,False,100,2024-02-23 18:03:12
308,1189,10,5,,False,100,2024-03-29 09:00:56
309,1193,10,5,,True,100,2024-06-15 09:16:21
310,1194,10,5,,True,100,2024-06-20 16:49:17
311,1196,10,5,,True,100,2024-07-08 12:58:18
312,1206,10,5,,False,100,2024-01-29 22:23:56
313,1210,10,5,,False,100,2024-02-12 17:20:25
314,1212,10,5,,False,100,2024-03-08 18:51:38
315,1218,10,5,,False,100,2024-10-15 19:27:15
316,1221,10,5,,False,100,2024-01-19 09:41:15
317,1222,9,5,,False,100,2024-02-09 19:14:07
318,1230,10,5,,True,100,2024-06-25 22:56:14
319,1233,9,5,,False,100,2024-11-09 11:35:04
320,1240,10,4,,False,100,2024-01-02 12:43:20
321,1248,10,4,,False,100,2024-03-31 10:58:49
322,1253,10,5,,False,100,2024-10-17 14:58:09
323,1262,10,5,,True,100,2024-03-26 23:09:09
324,1271,10,5,,False,100,2024-11-10 11:44:31
325,1272,10,5,,False,100,2024-11-20 18:36:23
326,1274,2,2,péssima experiência. tive problemas ao realizar o pix. já usei outros aplicativos que funcionam melhor.,False,23,2024-12-25 06:29:25
327,1275,4,2,o saldo demorou para aparecer.,False,25,2024-02-03 10:28:03
328,1285,10,5,,False,100,2024-11-21 19:54:13
329,1287,10,5,,False,100,2024-02-14 09:14:17
330,1289,10,5,,False,100,2024-05-20 13:02:59
331,1292,10,5,,False,100,2024-02-11 09:43:20
332,1293,10,5,,False,100,2024-02-14 16:02:24
333,1297,10,5,,False,100,2024-04-25 18:41:42
334,1300,10,5,,False,100,2024-06-20 19:28:33
335,1302,10,5,,False,100,2024-09-27 17:32:14
336,1308,10,5,,True,100,2024-04-03 19:40:01
337,1309,10,5,,False,100,2024-06-11 19:59:40
338,1315,9,5,,False,100,2024-09-02 18:24:05
339,1317,10,5,,False,88,2024-05-11 22:00:04
340,1319,10,5,,True,100,2024-05-25 22:33:52
341,1324,10,5,,False,100,2024-10-29 12:53:03
342,1342,10,5,,True,100,2024-02-14 13:17:42
343,1352,10,5,,False,100,2024-01-09 19:47:01
344,1353,10,5,,False,100,2024-01-19 08:15:18
345,1354,10,5,,False,100,2024-01-24 16:24:59
346,1356,10,5,,False,100,2024-02-08 21:32:53
347,1358,10,5,,True,100,2024-05-19 21:26:19
348,1359,10,5,,False,100,2024-05-20 10:49:23
349,1361,10,5,,True,100,2024-06-29 16:49:44
350,1362,10,5,,False,100,2024-08-02 08:01:13
351,1363,10,5,,False,100,2024-08-15 20:48:26
352,1367,10,4,,True,100,2024-11-17 16:37:34
353,1370,10,5,,False,100,2024-12-20 14:38:01
354,1373,10,5,,False,100,2024-07-26 16:18:47
355,1376,10,5,,False,100,2024-02-29 12:16:57
356,1386,9,5,,False,100,2024-09-06 15:18:55
357,1389,10,5,,False,100,2024-10-02 21:37:17
358,1397,9,5,,True,100,2024-05-24 10:17:14
359,1402,10,5,,True,100,2024-10-30 23:05:23
360,1406,10,5,,False,100,2024-02-12 12:06:54
361,1422,10,5,,True,100,2024-11-22 09:01:22
362,1423,10,5,,False,100,2024-12-08 09:49:42
363,1427,10,5,,False,100,2024-12-31 14:54:51
364,1434,10,5,,False,100,2024-05-14 09:43:35
365,1435,10,5,,False,100,2024-05-16 06:45:16
366,1437,10,5,,False,100,2024-07-17 16:52:49
367,1443,9,5,,False,100,2024-04-22 09:04:19
368,1453,10,5,tive vários problemas durante o uso. já usei outros aplicativos que funcionam melhor.,False,100,2024-11-25 18:09:21
369,1463,10,5,,False,100,2024-02-24 23:52:23
370,1469,10,5,,False,100,2024-06-11 08:05:31
371,1475,10,5,,False,100,2024-09-10 17:36:07
372,1496,10,5,,True,100,2024-04-15 14:36:56
373,1501,10,4,,True,100,2024-06-18 19:50:17
374,1505,10,5,,False,100,2024-09-25 18:19:05
375,1508,10,4,,True,100,2024-11-16 15:12:03
376,1527,10,5,,False,100,2024-10-19 21:21:13
377,1529,9,5,,False,100,2024-12-30 12:12:20
378,1530,10,5,,False,100,2024-03-13 07:15:53
379,1531,10,5,,True,100,2024-03-22 23:00:34
380,1538,10,5,não foi uma boa experiência. a experiência poderia ser muito melhor. espero melhorias em breve.,True,100,2024-07-08 12:45:00
381,1542,10,5,,False,100,2024-01-09 17:29:32
382,1545,10,5,,False,100,2024-04-24 09:01:57
383,1550,10,5,,False,100,2024-08-15 11:31:40
384,1551,10,4,,False,100,2024-09-27 07:40:51
385,1555,10,5,,False,100,2024-12-03 19:45:16
386,1556,9,5,,False,100,2024-01-05 10:13:33
387,1558,10,5,,False,100,2024-02-05 05:49:40
388,1559,10,5,,False,98,2024-02-21 20:50:21
389,1564,10,5,,False,100,2024-05-30 09:00:06
390,1566,10,5,,False,100,2024-07-19 08:20:43
391,1570,10,5,,False,100,2024-09-01 16:39:23
392,1574,10,5,,True,100,2024-10-01 12:58:54
393,1576,10,4,,True,100,2024-11-18 20:03:46
394,1580,10,4,,False,100,2024-04-18 14:38:35
395,1581,10,4,,False,100,2024-06-04 13:52:58
396,1595,10,5,,True,100,2024-06-05 05:49:23
397,1599,10,5,,False,100,2024-08-15 13:59:08
398,1601,10,5,,False,100,2024-09-24 23:40:24
399,1603,10,5,,False,100,2024-11-30 10:31:01
400,1606,10,5,,False,100,2024-12-05 12:30:08
401,1607,10,5,,False,100,2024-12-05 22:43:57
402,1609,10,5,,False,100,2024-01-04 07:18:19
403,1611,10,5,,True,100,2024-03-11 14:28:59
404,1612,10,5,,True,100,2024-04-01 12:24:30
405,1615,10,5,,False,100,2024-05-20 16:04:33
406,1616,10,5,,False,100,2024-10-30 07:07:25
407,1622,10,5,,False,100,2024-01-30 23:25:58
408,1623,10,5,,False,100,2024-02-03 19:48:23
409,1625,10,4,,True,100,2024-02-20 09:38:34
410,1627,10,4,,False,100,2024-03-08 08:34:48
411,1629,10,5,,False,100,2024-03-20 18:55:55
412,1632,10,5,,True,100,2024-04-11 15:55:18
413,1637,9,5,,False,100,2024-06-08 16:06:00
414,1645,10,5,,False,100,2024-08-22 11:04:36
415,1648,10,5,,True,100,2024-09-25 20:27:30
416,1650,10,5,,False,100,2024-10-15 19:51:00
417,1655,10,5,,False,100,2024-11-16 07:10:52
418,1657,9,4,,False,100,2024-12-20 19:34:19
419,1658,10,5,,False,100,2024-12-24 17:26:47
420,1661,10,5,,False,100,2024-03-01 12:41:13
421,1662,10,5,,False,100,2024-03-10 09:15:02
422,1664,10,4,,False,100,2024-07-28 12:44:48
423,1665,10,5,,False,100,2024-08-15 18:03:26
424,1669,10,5,,True,100,2024-11-03 13:50:59
425,1671,10,5,,True,100,2024-02-13 15:42:16
426,1678,10,5,,True,100,2024-09-04 08:59:46
427,1681,9,5,,False,100,2024-01-17 18:13:55
428,1682,10,5,,False,100,2024-01-22 01:54:10
429,1684,10,5,,True,100,2024-04-20 11:03:07
430,1692,10,5,,True,100,2024-12-25 08:55:54
431,1698,9,5,,False,100,2024-05-21 18:43:50
432,1699,10,5,,False,100,2024-06-06 14:51:05
433,1701,4,2,não fui bem atendido. tive problemas para autenticar. espero melhorias em breve.,True,30,2024-09-03 14:35:27
434,1704,10,5,,False,100,2024-10-13 20:49:54
435,1716,10,5,,False,100,2024-09-16 15:57:20
436,1717,10,5,,False,100,2024-10-19 12:51:43
437,1719,10,5,,False,100,2024-05-02 16:15:34
438,1728,10,5,,False,100,2024-03-08 10:05:59
439,1730,10,5,,False,100,2024-03-28 16:47:55
440,1732,10,5,,True,100,2024-04-17 08:39:39
441,1734,10,5,,True,100,2024-05-03 08:19:31
442,1735,10,4,,False,100,2024-05-14 12:35:34
443,1739,10,5,,True,100,2024-07-04 19:13:53
444,1743,10,5,,False,100,2024-10-13 20:02:39
445,1745,10,5,,False,100,2024-11-18 01:45:28
446,1754,9,5,,False,75,2024-06-15 08:45:45
447,1755,10,4,,False,100,2024-06-19 18:08:31
448,1758,10,5,,False,100,2024-09-24 08:20:55
449,1760,10,5,,True,100,2024-11-23 19:59:27
450,1764,10,5,,True,100,2024-04-01 18:24:26
451,1765,10,5,,True,100,2024-08-13 20:07:42
452,1773,10,5,,True,100,2024-11-05 09:56:52
453,1779,9,5,,False,100,2024-06-03 14:17:41
454,1794,10,4,,False,100,2024-12-30 21:53:08
455,1797,10,5,,True,100,2024-01-26 00:00:48
456,1807,10,5,,False,78,2024-08-13 11:34:37
457,1811,10,5,,False,100,2024-08-26 06:35:54
458,1816,10,5,,False,100,2024-10-21 20:30:30
459,1817,10,5,,False,100,2024-10-30 08:38:12
460,1826,10,5,,False,100,2024-06-17 15:10:56
461,1828,10,5,,False,100,2024-07-11 18:42:05
462,1834,10,5,,False,100,2024-11-21 23:15:39
463,1835,10,5,,True,100,2024-12-10 16:14:35
464,1838,10,5,,False,100,2024-01-12 17:58:21
465,1844,10,5,,False,100,2024-04-17 14:22:38
466,1866,10,5,,False,100,2024-09-23 17:51:50
467,1867,10,5,,False,100,2024-11-04 20:24:50
468,1872,4,2,não fui bem atendido. tive problemas para autenticar.,False,30,2024-04-24 14:40:05
469,1873,10,5,,False,98,2024-05-11 19:18:11
470,1880,10,5,,False,100,2024-08-31 18:16:52
471,1882,10,5,,True,100,2024-10-15 18:23:14
472,1885,10,5,,False,100,2024-11-04 23:23:46
473,1886,9,5,,False,100,2024-11-05 18:59:29
474,1887,10,5,,False,100,2024-11-05 19:43:56
475,1888,10,5,,False,100,2024-11-08 06:58:39
476,1892,10,5,,True,100,2024-03-25 22:56:20
477,1893,10,5,não foi uma boa experiência. tive vários problemas durante o uso. já usei outros aplicativos que funcionam melhor.,False,100,2024-04-03 19:36:23
478,1894,10,5,,False,100,2024-04-16 19:52:06
479,1896,10,5,,False,100,2024-09-02 17:11:54
480,1897,10,5,,False,100,2024-10-02 23:19:35
481,1902,10,5,,True,100,2024-09-23 14:30:03
482,1911,9,5,,True,93,2024-10-28 21:31:11
483,1913,10,5,,False,100,2024-02-23 06:06:00
484,1916,10,4,,False,100,2024-09-05 19:48:20
485,1917,10,5,,False,100,2024-09-24 07:39:35
486,1919,10,5,,False,100,2024-10-21 15:56:15
487,1920,10,5,,True,100,2024-12-25 12:46:58
488,1921,10,5,,False,100,2024-03-23 20:54:39
489,1924,10,5,,False,100,2024-12-18 10:35:57
490,1925,10,5,,False,100,2024-01-03 23:03:22
491,1926,10,5,,False,100,2024-01-30 10:53:36
492,1934,10,5,,False,100,2024-06-09 12:46:10
493,1946,10,5,,False,100,2024-07-05 14:22:59
494,1948,10,5,,True,100,2024-11-05 13:22:22
495,1950,10,5,,False,100,2024-01-21 19:19:21
496,1952,10,5,,False,100,2024-03-19 18:47:39
497,1953,8,4,,True,68,2024-05-01 08:09:02
498,1956,10,5,,True,100,2024-12-09 05:00:10
499,1970,10,5,,True,100,2024-12-29 09:13:45
500,1976,10,4,,False,100,2024-01-06 10:40:16
501,1987,10,5,,False,100,2024-02-12 19:23:42
502,1997,10,4,,False,100,2024-11-10 18:40:39
503,2003,10,5,,False,100,2024-02-27 09:17:15
504,2004,10,5,,True,100,2024-03-04 14:00:49
