id_erro,id_evento,id_sessao,tipo_erro,codigo_erro,tempo_resolucao,resolvido,tentativas
36,4295,517,TIMEOUT,ERR_TIMEOUT_408,35.0,True,1
37,4640,559,TIMEOUT,ERR_GATEWAY_TIMEOUT_504,,False,1
38,4660,561,TIMEOUT,ERR_GATEWAY_TIMEOUT_504,,False,1
39,4682,564,TIMEOUT,ERR_GATEWAY_TIMEOUT_504,33.0,True,1
40,4690,565,TIMEOUT,ERR_TIMEOUT_408,,False,1
41,5208,627,ERRO_INTERNO,ERR_INTERNAL_500,,False,1
42,5227,630,FALHA_AUTENTICACAO,ERR_CREDENTIALS_INVALID,16.0,True,1
43,5407,653,SERVICO_INDISPONIVEL,ERR_SERVICE_503,,False,1
44,5464,660,TIMEOUT,ERR_TIMEOUT_408,,False,1
45,5502,664,FALHA_AUTENTICACAO,ERR_AUTH_401,23.0,True,1
46,5621,677,ERRO_INTERNO,ERR_INTERNAL_500,,False,1
47,5636,679,ERRO_INTERNO,ERR_UNEXPECTED,9.0,True,1
48,5638,679,TIMEOUT,ERR_GATEWAY_TIMEOUT_504,,False,1
49,5642,679,TIMEOUT,ERR_TIMEOUT_408,60.0,True,1
50,5770,696,TIMEOUT,ERR_GATEWAY_TIMEOUT_504,24.0,True,1
51,5873,710,SERVICO_INDISPONIVEL,ERR_SERVICE_503,,False,1
52,5928,716,TIMEOUT,ERR_GATEWAY_TIMEOUT_504,16.0,True,1
53,5933,716,TIMEOUT,ERR_GATEWAY_TIMEOUT_504,67.0,True,1
54,6007,725,TIMEOUT,ERR_GATEWAY_TIMEOUT_504,,False,1
55,6128,740,TIMEOUT,ERR_GATEWAY_TIMEOUT_504,33.0,True,1
56,6158,743,ERRO_INTERNO,ERR_INTERNAL_500,,False,1
57,6236,753,TIMEOUT,ERR_GATEWAY_TIMEOUT_504,69.0,True,1
58,6300,760,ERRO_INTERNO,ERR_UNEXPECTED,,False,1
59,6432,776,ERRO_INTERNO,ERR_UNEXPECTED,,False,1
60,6480,783,ERRO_INTERNO,ERR_INTERNAL_500,14.0,True,1
61,6514,787,TIMEOUT,ERR_GATEWAY_TIMEOUT_504,,False,1
62,6739,814,TIMEOUT,ERR_TIMEOUT_408,22.0,True,1
63,6845,825,ERRO_INTERNO,ERR_INTERNAL_500,,False,1
64,7343,885,TIMEOUT,ERR_GATEWAY_TIMEOUT_504,,False,1
65,7346,886,TIMEOUT,ERR_TIMEOUT_408,,False,1
66,7371,890,FALHA_AUTENTICACAO,ERR_CREDENTIALS_INVALID,,False,1
67,7558,915,TIMEOUT,ERR_GATEWAY_TIMEOUT_504,,False,1
68,7637,928,SERVICO_INDISPONIVEL,ERR_SERVICE_503,,False,1
69,7845,954,FALHA_AUTENTICACAO,ERR_CREDENTIALS_INVALID,,False,1
70,7846,955,SERVICO_INDISPONIVEL,ERR_MAINTENANCE,,False,1
71,8006,975,TIMEOUT,ERR_GATEWAY_TIMEOUT_504,40.0,True,1
72,8668,1064,TIMEOUT,ERR_TIMEOUT_408,,False,1
73,8948,1096,ERRO_INTERNO,ERR_UNEXPECTED,40.0,True,1
74,8955,1096,TIMEOUT,ERR_GATEWAY_TIMEOUT_504,,False,1
75,8958,1096,ERRO_INTERNO,ERR_UNEXPECTED,,False,1
76,8959,1096,TIMEOUT,ERR_GATEWAY_TIMEOUT_504,,False,2
77,9154,1120,TIMEOUT,ERR_GATEWAY_TIMEOUT_504,,False,1
78,9297,1140,TIMEOUT,ERR_TIMEOUT_408,33.0,True,1
79,9307,1141,SERVICO_INDISPONIVEL,ERR_SERVICE_503,28.0,True,1
80,9411,1153,ERRO_INTERNO,ERR_UNEXPECTED,,False,1
81,9778,1199,TIMEOUT,ERR_TIMEOUT_408,,False,1
82,9779,1199,TIMEOUT,ERR_GATEWAY_TIMEOUT_504,,False,2
83,10031,1231,TIMEOUT,ERR_TIMEOUT_408,29.0,True,1
84,10041,1232,TIMEOUT,ERR_TIMEOUT_408,,False,1
85,10076,1236,TIMEOUT,ERR_GATEWAY_TIMEOUT_504,,False,1
86,10267,1261,TIMEOUT,ERR_GATEWAY_TIMEOUT_504,29.0,True,1
87,10345,1272,TIMEOUT,ERR_TIMEOUT_408,36.0,True,1
88,10366,1274,ERRO_INTERNO,ERR_INTERNAL_500,,False,1
89,10373,1275,TIMEOUT,ERR_TIMEOUT_408,,False,1
90,10414,1280,CONEXAO_INTERROMPIDA,ERR_CONNECTION_LOST,365.0,True,1
91,10495,1290,TIMEOUT,ERR_GATEWAY_TIMEOUT_504,,False,1
92,10531,1294,ERRO_INTERNO,ERR_UNEXPECTED,,False,1
93,10555,1298,TIMEOUT,ERR_TIMEOUT_408,41.0,True,1
94,10590,1304,FALHA_AUTENTICACAO,ERR_AUTH_401,,False,1
95,10677,1317,TIMEOUT,ERR_GATEWAY_TIMEOUT_504,12.0,True,1
96,11067,1364,ERRO_INTERNO,ERR_UNEXPECTED,,False,1
97,11115,1369,ERRO_INTERNO,ERR_UNEXPECTED,,False,1
98,11352,1396,ERRO_INTERNO,ERR_UNEXPECTED,75.0,True,1
99,11408,1403,SERVICO_INDISPONIVEL,ERR_SERVICE_503,,False,1
100,11522,1416,TIMEOUT,ERR_TIMEOUT_408,,False,1
101,12087,1486,TIMEOUT,ERR_TIMEOUT_408,12.0,True,1
102,12114,1490,TIMEOUT,ERR_GATEWAY_TIMEOUT_504,,False,1
103,12444,1528,ERRO_INTERNO,ERR_UNEXPECTED,30.0,True,1
104,12649,1552,FALHA_AUTENTICACAO,ERR_AUTH_401,,False,1
105,13111,1612,TIMEOUT,ERR_GATEWAY_TIMEOUT_504,22.0,True,1
106,13552,1668,TIMEOUT,ERR_TIMEOUT_408,45.0,True,1
107,13844,1701,TIMEOUT,ERR_TIMEOUT_408,,False,1
108,14047,1726,TIMEOUT,ERR_GATEWAY_TIMEOUT_504,,False,1
109,14179,1742,TIMEOUT,ERR_TIMEOUT_408,,False,1
110,14262,1753,FALHA_AUTENTICACAO,ERR_CREDENTIALS_INVALID,,False,1
111,14265,1754,ERRO_INTERNO,ERR_INTERNAL_500,,False,1
112,14381,1766,ERRO_INTERNO,ERR_UNEXPECTED,30.0,True,1
113,14405,1769,ERRO_INTERNO,ERR_UNEXPECTED,,False,1
114,14692,1806,TIMEOUT,ERR_TIMEOUT_408,,False,1
115,14695,1806,ERRO_INTERNO,ERR_INTERNAL_500,,False,1
116,14696,1807,SERVICO_INDISPONIVEL,ERR_SERVICE_503,20.0,True,1
117,15019,1847,ERRO_INTERNO,ERR_UNEXPECTED,,False,1
118,15172,1864,TIMEOUT,ERR_TIMEOUT_408,,False,1
119,15246,1872,TIMEOUT,ERR_TIMEOUT_408,,False,1
120,15346,1884,TIMEOUT,ERR_TIMEOUT_408,13.0,True,1
121,15566,1911,TIMEOUT,ERR_TIMEOUT_408,17.0,True,1
122,15632,1918,TIMEOUT,ERR_GATEWAY_TIMEOUT_504,,False,1
123,15918,1953,ERRO_INTERNO,ERR_INTERNAL_500,,False,1
124,15975,1959,ERRO_INTERNO,ERR_UNEXPECTED,,False,1
125,15996,1962,TIMEOUT,ERR_TIMEOUT_408,,False,1
126,16193,1989,FALHA_AUTENTICACAO,ERR_AUTH_401,14.0,True,1
127,16206,1991,FALHA_AUTENTICACAO,ERR_CREDENTIALS_INVALID,,False,1
128,16296,2001,TIMEOUT,ERR_GATEWAY_TIMEOUT_504,,False,1
129,16301,2002,TIMEOUT,ERR_GATEWAY_TIMEOUT_504,,False,1
130,16413,2017,SERVICO_INDISPONIVEL,ERR_SERVICE_503,,False,1
131,16474,2026,FALHA_AUTENTICACAO,ERR_CREDENTIALS_INVALID,11.0,True,1
132,16619,2042,ERRO_INTERNO,ERR_INTERNAL_500,,False,1
133,16665,2047,ERRO_INTERNO,ERR_UNEXPECTED,,False,1
134,16715,2053,TIMEOUT,ERR_GATEWAY_TIMEOUT_504,35.0,True,1
135,16725,2054,FALHA_AUTENTICACAO,ERR_CREDENTIALS_INVALID,16.0,True,1
136,16952,2082,TIMEOUT,ERR_TIMEOUT_408,68.0,True,1
137,16979,2086,FALHA_AUTENTICACAO,ERR_AUTH_401,,False,1
138,17259,2116,TIMEOUT,ERR_GATEWAY_TIMEOUT_504,,False,1
139,17357,2128,TIMEOUT,ERR_GATEWAY_TIMEOUT_504,,False,1
140,17443,2140,SERVICO_INDISPONIVEL,ERR_MAINTENANCE,,False,1
141,17467,2144,TIMEOUT,ERR_GATEWAY_TIMEOUT_504,,False,1
142,17610,2161,TIMEOUT,ERR_TIMEOUT_408,,False,1
143,17925,2200,ERRO_INTERNO,ERR_UNEXPECTED,,False,1
144,17955,2205,FALHA_AUTENTICACAO,ERR_CREDENTIALS_INVALID,,False,1
145,18086,2220,TIMEOUT,ERR_TIMEOUT_408,56.0,True,1
146,18243,2238,TIMEOUT,ERR_GATEWAY_TIMEOUT_504,,False,1
147,18660,2290,ERRO_INTERNO,ERR_UNEXPECTED,,False,1
148,18791,2307,ERRO_INTERNO,ERR_INTERNAL_500,,False,1
149,18819,2310,FALHA_AUTENTICACAO,ERR_CREDENTIALS_INVALID,11.0,True,1
150,18879,2319,TIMEOUT,ERR_TIMEOUT_408,,False,1
151,18882,2320,TIMEOUT,ERR_TIMEOUT_408,11.0,True,1
152,19191,2354,TIMEOUT,ERR_GATEWAY_TIMEOUT_504,,False,1
153,19474,2389,TIMEOUT,ERR_GATEWAY_TIMEOUT_504,17.0,True,1
154,19502,2392,TIMEOUT,ERR_TIMEOUT_408,,False,1
155,19583,2402,TIMEOUT,ERR_TIMEOUT_408,23.0,True,1
156,19649,2411,TIMEOUT,ERR_GATEWAY_TIMEOUT_504,,False,1
157,19668,2414,ERRO_INTERNO,ERR_INTERNAL_500,,False,1
158,19704,2418,ERRO_INTERNO,ERR_INTERNAL_500,,False,1
159,20309,2495,TIMEOUT,ERR_GATEWAY_TIMEOUT_504,,False,1
160,20310,2495,TIMEOUT,ERR_GATEWAY_TIMEOUT_504,,False,2
161,20388,2507,TIMEOUT,ERR_GATEWAY_TIMEOUT_504,,False,1
162,20492,2521,FALHA_AUTENTICACAO,ERR_CREDENTIALS_INVALID,,False,1
163,20672,2545,TIMEOUT,ERR_TIMEOUT_408,,False,1
164,20699,2549,TIMEOUT,ERR_TIMEOUT_408,,False,1
165,20777,2558,FALHA_AUTENTICACAO,ERR_CREDENTIALS_INVALID,25.0,True,1
166,20817,2561,TIMEOUT,ERR_GATEWAY_TIMEOUT_504,,False,1
167,20846,2564,TIMEOUT,ERR_TIMEOUT_408,,False,1
168,21456,2642,TIMEOUT,ERR_GATEWAY_TIMEOUT_504,50.0,True,1
169,21583,2660,TIMEOUT,ERR_GATEWAY_TIMEOUT_504,,False,1
170,21665,2672,TIMEOUT,ERR_TIMEOUT_408,,False,1
171,21868,2703,FALHA_AUTENTICACAO,ERR_AUTH_401,12.0,True,1
172,22184,2742,TIMEOUT,ERR_GATEWAY_TIMEOUT_504,,False,1
173,22192,2743,FALHA_AUTENTICACAO,ERR_AUTH_401,,False,1
174,22386,2769,TIMEOUT,ERR_TIMEOUT_408,,False,1
175,22394,2771,ERRO_INTERNO,ERR_INTERNAL_500,,False,1
176,22544,2791,TIMEOUT,ERR_TIMEOUT_408,,False,1
177,22898,2831,TIMEOUT,ERR_GATEWAY_TIMEOUT_504,,False,1
178,22928,2835,ERRO_INTERNO,ERR_INTERNAL_500,,False,1
179,22940,2837,ERRO_INTERNO,ERR_UNEXPECTED,,False,1
180,23076,2853,TIMEOUT,ERR_GATEWAY_TIMEOUT_504,,False,1
181,23432,2899,ERRO_INTERNO,ERR_INTERNAL_500,27.0,True,1
182,23911,2959,TIMEOUT,ERR_GATEWAY_TIMEOUT_504,,False,1
183,23980,2968,TIMEOUT,ERR_TIMEOUT_408,,False,1
184,23988,2970,TIMEOUT,ERR_TIMEOUT_408,,False,1
185,24062,2980,ERRO_INTERNO,ERR_INTERNAL_500,,False,1
186,24181,2993,TIMEOUT,ERR_TIMEOUT_408,,False,1
187,24234,2998,TIMEOUT,ERR_TIMEOUT_408,38.0,True,1
188,24442,3023,FALHA_AUTENTICACAO,ERR_AUTH_401,,False,1
189,24520,3031,FALHA_AUTENTICACAO,ERR_CREDENTIALS_INVALID,18.0,True,1
190,24678,3052,TIMEOUT,ERR_TIMEOUT_408,12.0,True,1
191,24903,3076,TIMEOUT,ERR_GATEWAY_TIMEOUT_504,,False,1
192,24966,3084,TIMEOUT,ERR_TIMEOUT_408,,False,1
193,25101,3101,TIMEOUT,ERR_GATEWAY_TIMEOUT_504,,False,1
194,25145,3107,TIMEOUT,ERR_TIMEOUT_408,,False,1
195,25160,3110,TIMEOUT,ERR_GATEWAY_TIMEOUT_504,,False,1
196,25221,3119,TIMEOUT,ERR_TIMEOUT_408,18.0,True,1
197,25233,3120,TIMEOUT,ERR_TIMEOUT_408,,False,1
198,25266,3125,TIMEOUT,ERR_GATEWAY_TIMEOUT_504,,False,1
199,25279,3126,SERVICO_INDISPONIVEL,ERR_MAINTENANCE,,False,1
200,25294,3129,CONEXAO_INTERROMPIDA,ERR_NETWORK_UNREACHABLE,,False,1
201,25346,3135,TIMEOUT,ERR_TIMEOUT_408,,False,1
202,25361,3137,ERRO_INTERNO,ERR_INTERNAL_500,,False,1
203,25878,3198,TIMEOUT,ERR_TIMEOUT_408,21.0,True,1
204,26083,3222,TIMEOUT,ERR_GATEWAY_TIMEOUT_504,,False,1
205,26165,3232,TIMEOUT,ERR_GATEWAY_TIMEOUT_504,13.0,True,1
206,26360,3256,TIMEOUT,ERR_GATEWAY_TIMEOUT_504,,False,1
207,26551,3281,TIMEOUT,ERR_GATEWAY_TIMEOUT_504,,False,1
208,26831,3314,TIMEOUT,ERR_GATEWAY_TIMEOUT_504,22.0,True,1
209,27010,3338,FALHA_AUTENTICACAO,ERR_AUTH_401,,False,1
210,27190,3360,TIMEOUT,ERR_GATEWAY_TIMEOUT_504,,False,1
211,27540,3398,TIMEOUT,ERR_GATEWAY_TIMEOUT_504,,False,1
212,27710,3418,ERRO_INTERNO,ERR_INTERNAL_500,,False,1
213,27796,3428,FALHA_AUTENTICACAO,ERR_AUTH_401,,False,1
214,27834,3432,TIMEOUT,ERR_GATEWAY_TIMEOUT_504,,False,1
215,27853,3435,ERRO_INTERNO,ERR_UNEXPECTED,,False,1
216,27894,3442,ERRO_INTERNO,ERR_UNEXPECTED,,False,1
217,28131,3468,TIMEOUT,ERR_GATEWAY_TIMEOUT_504,,False,1
218,28177,3474,TIMEOUT,ERR_GATEWAY_TIMEOUT_504,,False,1
219,28268,3487,FALHA_AUTENTICACAO,ERR_AUTH_401,8.0,True,1
220,28288,3490,TIMEOUT,ERR_GATEWAY_TIMEOUT_504,11.0,True,1
221,28304,3491,TIMEOUT,ERR_TIMEOUT_408,,False,1
222,28494,3519,ERRO_INTERNO,ERR_INTERNAL_500,,False,1
223,28900,3567,ERRO_INTERNO,ERR_UNEXPECTED,,False,1
224,29241,3605,ERRO_INTERNO,ERR_INTERNAL_500,10.0,True,1
225,29408,3626,FALHA_AUTENTICACAO,ERR_AUTH_401,,False,1
226,29431,3628,TIMEOUT,ERR_TIMEOUT_408,,False,1
227,29880,3681,TIMEOUT,ERR_TIMEOUT_408,43.0,True,1
228,29924,3686,TIMEOUT,ERR_GATEWAY_TIMEOUT_504,39.0,True,1
229,29956,3691,ERRO_INTERNO,ERR_UNEXPECTED,,False,1
230,30551,3766,TIMEOUT,ERR_TIMEOUT_408,,False,1
231,30723,3788,TIMEOUT,ERR_TIMEOUT_408,,False,1
232,31000,3823,FALHA_AUTENTICACAO,ERR_CREDENTIALS_INVALID,18.0,True,1
233,31097,3835,TIMEOUT,ERR_TIMEOUT_408,17.0,True,1
234,31598,3894,ERRO_INTERNO,ERR_UNEXPECTED,,False,1
235,31863,3928,SERVICO_INDISPONIVEL,ERR_MAINTENANCE,,False,1
236,31879,3930,ERRO_INTERNO,ERR_UNEXPECTED,7.0,True,1
237,32066,3955,TIMEOUT,ERR_TIMEOUT_408,,False,1
238,32242,3977,TIMEOUT,ERR_GATEWAY_TIMEOUT_504,31.0,True,1
239,32641,4027,TIMEOUT,ERR_TIMEOUT_408,,False,1
240,32816,4048,TIMEOUT,ERR_TIMEOUT_408,,False,1
241,33043,4076,ERRO_INTERNO,ERR_INTERNAL_500,,False,1
242,33372,4119,ERRO_INTERNO,ERR_UNEXPECTED,46.0,True,1
243,33540,4140,ERRO_INTERNO,ERR_INTERNAL_500,,False,1
244,33681,4155,TIMEOUT,ERR_GATEWAY_TIMEOUT_504,,False,1
245,33699,4157,TIMEOUT,ERR_GATEWAY_TIMEOUT_504,,False,1
246,33714,4160,FALHA_AUTENTICACAO,ERR_CREDENTIALS_INVALID,19.0,True,1
247,33884,4181,FALHA_AUTENTICACAO,ERR_AUTH_401,22.0,True,1
248,33948,4188,TIMEOUT,ERR_GATEWAY_TIMEOUT_504,,False,1
249,33984,4192,SERVICO_INDISPONIVEL,ERR_SERVICE_503,,False,1
250,34075,4203,FALHA_AUTENTICACAO,ERR_AUTH_401,19.0,True,1
251,34076,4203,TIMEOUT,ERR_TIMEOUT_408,17.0,True,2
252,34103,4207,TIMEOUT,ERR_GATEWAY_TIMEOUT_504,,False,1
253,34352,4240,FALHA_AUTENTICACAO,ERR_AUTH_401,14.0,True,1
254,34440,4249,TIMEOUT,ERR_GATEWAY_TIMEOUT_504,28.0,True,1
255,34598,4266,SERVICO_INDISPONIVEL,ERR_SERVICE_503,,False,1
256,34624,4268,ERRO_INTERNO,ERR_UNEXPECTED,,False,1
257,34953,4307,TIMEOUT,ERR_TIMEOUT_408,,False,1
258,35126,4330,TIMEOUT,ERR_TIMEOUT_408,19.0,True,1
259,35233,4342,TIMEOUT,ERR_TIMEOUT_408,,False,1
260,35596,4385,TIMEOUT,ERR_GATEWAY_TIMEOUT_504,,False,1
261,35711,4399,TIMEOUT,ERR_TIMEOUT_408,,False,1
262,35765,4407,TIMEOUT,ERR_GATEWAY_TIMEOUT_504,50.0,True,1
263,36396,4485,TIMEOUT,ERR_GATEWAY_TIMEOUT_504,,False,1
264,36485,4498,FALHA_AUTENTICACAO,ERR_AUTH_401,30.0,True,1
265,36805,4537,SERVICO_INDISPONIVEL,ERR_MAINTENANCE,,False,1
266,37002,4561,TIMEOUT,ERR_TIMEOUT_408,,False,1
267,37175,4584,ERRO_INTERNO,ERR_UNEXPECTED,,False,1
268,37410,4613,TIMEOUT,ERR_TIMEOUT_408,,False,1
269,37413,4614,TIMEOUT,ERR_GATEWAY_TIMEOUT_504,,False,1
270,37994,4682,TIMEOUT,ERR_GATEWAY_TIMEOUT_504,,False,1
271,38394,4728,ERRO_INTERNO,ERR_INTERNAL_500,,False,1
272,38533,4747,FALHA_AUTENTICACAO,ERR_CREDENTIALS_INVALID,,False,1
273,38955,4795,ERRO_INTERNO,ERR_UNEXPECTED,,False,1
274,39006,4804,TIMEOUT,ERR_GATEWAY_TIMEOUT_504,33.0,True,1
275,39019,4806,TIMEOUT,ERR_GATEWAY_TIMEOUT_504,,False,1
276,39028,4807,SERVICO_INDISPONIVEL,ERR_SERVICE_503,,False,1
277,39115,4818,TIMEOUT,ERR_GATEWAY_TIMEOUT_504,,False,1
278,39168,4825,TIMEOUT,ERR_GATEWAY_TIMEOUT_504,,False,1
279,39227,4832,TIMEOUT,ERR_TIMEOUT_408,11.0,True,1
280,39678,4890,TIMEOUT,ERR_GATEWAY_TIMEOUT_504,,False,1
281,40170,4950,ERRO_INTERNO,ERR_INTERNAL_500,,False,1
282,40189,4952,TIMEOUT,ERR_GATEWAY_TIMEOUT_504,,False,1
283,40282,4964,ERRO_INTERNO,ERR_UNEXPECTED,,False,1
284,40329,4969,FALHA_AUTENTICACAO,ERR_AUTH_401,22.0,True,1
285,40471,4984,TIMEOUT,ERR_TIMEOUT_408,,False,1
286,40551,4993,TIMEOUT,ERR_GATEWAY_TIMEOUT_504,,False,1
287,40573,4996,ERRO_INTERNO,ERR_INTERNAL_500,,False,1
288,40755,5024,TIMEOUT,ERR_TIMEOUT_408,,False,1
289,40786,5029,TIMEOUT,ERR_GATEWAY_TIMEOUT_504,,False,1
290,40917,5045,TIMEOUT,ERR_GATEWAY_TIMEOUT_504,13.0,True,1
291,41006,5057,TIMEOUT,ERR_TIMEOUT_408,9.0,True,1
292,41075,5065,TIMEOUT,ERR_TIMEOUT_408,,False,1
293,41259,5085,ERRO_INTERNO,ERR_UNEXPECTED,,False,1
294,41306,5089,ERRO_INTERNO,ERR_UNEXPECTED,13.0,True,1
295,41324,5091,ERRO_INTERNO,ERR_UNEXPECTED,,False,1
296,41435,5106,ERRO_INTERNO,ERR_INTERNAL_500,,False,1
297,41454,5108,TIMEOUT,ERR_TIMEOUT_408,,False,1
298,41490,5112,TIMEOUT,ERR_GATEWAY_TIMEOUT_504,,False,1
299,41502,5114,ERRO_INTERNO,ERR_UNEXPECTED,,False,1
300,41715,5141,TIMEOUT,ERR_GATEWAY_TIMEOUT_504,,False,1
301,42377,5222,ERRO_INTERNO,ERR_INTERNAL_500,,False,1
302,42525,5239,SERVICO_INDISPONIVEL,ERR_SERVICE_503,,False,1
303,42546,5242,TIMEOUT,ERR_GATEWAY_TIMEOUT_504,,False,1
304,42862,5280,SERVICO_INDISPONIVEL,ERR_MAINTENANCE,,False,1
305,42936,5291,TIMEOUT,ERR_TIMEOUT_408,11.0,True,1
306,42988,5296,TIMEOUT,ERR_TIMEOUT_408,,False,1
307,43157,5320,SERVICO_INDISPONIVEL,ERR_SERVICE_503,,False,1
308,43204,5327,TIMEOUT,ERR_GATEWAY_TIMEOUT_504,,False,1
309,43329,5348,SERVICO_INDISPONIVEL,ERR_MAINTENANCE,,False,1
310,43491,5370,FALHA_AUTENTICACAO,ERR_AUTH_401,25.0,True,1
311,43535,5375,TIMEOUT,ERR_GATEWAY_TIMEOUT_504,,False,1
312,43604,5384,TIMEOUT,ERR_TIMEOUT_408,25.0,True,1
313,43693,5396,ERRO_INTERNO,ERR_INTERNAL_500,,False,1
314,43932,5425,TIMEOUT,ERR_TIMEOUT_408,67.0,True,1
315,44146,5448,TIMEOUT,ERR_TIMEOUT_408,22.0,True,1
316,44872,5541,TIMEOUT,ERR_TIMEOUT_408,31.0,True,1
317,44934,5548,FALHA_AUTENTICACAO,ERR_AUTH_401,26.0,True,1
318,45050,5561,TIMEOUT,ERR_GATEWAY_TIMEOUT_504,,False,1
319,45090,5565,SERVICO_INDISPONIVEL,ERR_MAINTENANCE,,False,1
320,45135,5572,TIMEOUT,ERR_GATEWAY_TIMEOUT_504,48.0,True,1
321,45203,5579,TIMEOUT,ERR_GATEWAY_TIMEOUT_504,27.0,True,1
322,45211,5580,TIMEOUT,ERR_GATEWAY_TIMEOUT_504,21.0,True,1
323,45307,5593,FALHA_AUTENTICACAO,ERR_CREDENTIALS_INVALID,,False,1
324,45313,5595,TIMEOUT,ERR_TIMEOUT_408,,False,1
325,45332,5598,ERRO_INTERNO,ERR_UNEXPECTED,,False,1
326,45488,5618,FALHA_AUTENTICACAO,ERR_CREDENTIALS_INVALID,19.0,True,1
327,45815,5664,FALHA_AUTENTICACAO,ERR_CREDENTIALS_INVALID,16.0,True,1
328,46149,5705,TIMEOUT,ERR_GATEWAY_TIMEOUT_504,,False,1
329,46435,5739,TIMEOUT,ERR_GATEWAY_TIMEOUT_504,,False,1
330,46510,5750,SERVICO_INDISPONIVEL,ERR_MAINTENANCE,,False,1
331,46511,5751,TIMEOUT,ERR_GATEWAY_TIMEOUT_504,,False,1
332,46518,5753,ERRO_INTERNO,ERR_INTERNAL_500,,False,1
333,46590,5761,TIMEOUT,ERR_TIMEOUT_408,,False,1
334,46738,5780,TIMEOUT,ERR_TIMEOUT_408,,False,1
335,46903,5801,TIMEOUT,ERR_GATEWAY_TIMEOUT_504,70.0,True,1
336,46904,5801,ERRO_INTERNO,ERR_INTERNAL_500,,False,2
337,46930,5803,TIMEOUT,ERR_TIMEOUT_408,,False,1
338,46977,5808,ERRO_INTERNO,ERR_INTERNAL_500,,False,1
339,47035,5816,SERVICO_INDISPONIVEL,ERR_SERVICE_503,,False,1
340,47036,5816,TIMEOUT,ERR_TIMEOUT_408,42.0,True,2
341,47094,5823,ERRO_INTERNO,ERR_UNEXPECTED,,False,1
342,47593,5884,TIMEOUT,ERR_GATEWAY_TIMEOUT_504,,False,1
343,47750,5903,TIMEOUT,ERR_GATEWAY_TIMEOUT_504,,False,1
344,47869,5916,ERRO_INTERNO,ERR_INTERNAL_500,43.0,True,1
345,48045,5937,FALHA_AUTENTICACAO,ERR_CREDENTIALS_INVALID,,False,1
346,48107,5945,TIMEOUT,ERR_GATEWAY_TIMEOUT_504,,False,1
347,48345,5972,SERVICO_INDISPONIVEL,ERR_MAINTENANCE,,False,1
348,48356,5973,FALHA_AUTENTICACAO,ERR_CREDENTIALS_INVALID,12.0,True,1
349,48359,5973,TIMEOUT,ERR_TIMEOUT_408,,False,1
